name,value,default,flags,help_text,example,,,,,,,,,,,,,,
developer,0,,release,Set developer message level.,,,,,,,,,,,,,,,
disable_dynamic_prop_loading,FALSE,,"sv, cheat","If non-zero when a map loads, dynamic props won't be loaded",,,,,,,,,,,,,,,
disconnect,cmd,,release,Disconnect from server,,,,,,,,,,,,,,,
display_game_events,FALSE,,"sv, cheat",,,,,,,,,,,,,,,,
dlight_debug,cmd,,"cl, cheat",Creates a dlight in front of the player,,,,,,,,,,,,,,,
dm_togglerandomweapons,cmd,,"cl, server_can_execute, clientcmd_can_execute",Turns random weapons in deathmatch on/off,,,,,,,,,,,,,,,
dota_enable_spatial_audio,FALSE,,release,Flag to enable spatial audio in Dota 2.,,,,,,,,,,,,,,,
dota_spatial_audio_mix,1,,release,Mix value to blend spatial and non-spatial audio in Dota 2.,,,,,,,,,,,,,,,
drawcross,cmd,,"sv, cheat",Draws a cross at the given location  Arguments x y z,,,,,,,,,,,,,,,
drawline,cmd,,"sv, cheat",Draws line between two 3D Points.  Green if no collision  Red is collides with something  Arguments x1 y1 z1 x2 y2 z2,,,,,,,,,,,,,,,
ds_workshop_changelevel,cmd,,"sv, release",Changelevel to an available workshop map by name,,,,,,,,,,,,,,,
ds_workshop_listmaps,cmd,,"sv, release",Dump workshop maps available on this server,,,,,,,,,,,,,,,
dsp_dist_max,1440,,"cheat, demo",,,,,,,,,,,,,,,,
dsp_dist_min,0,,"cheat, demo",,,,,,,,,,,,,,,,
dsp_off,FALSE,,cheat,,,,,,,,,,,,,,,,
dsp_volume,0.8,,"a, demo",,,,,,,,,,,,,,,,
dump_panorama_events,cmd,,release,print panorama event types and their documentation,,,,,,,,,,,,,,,
dumpparticlelist,cmd,,cheat,Print out information on existing particle systems,,,,,,,,,,,,,,,
echo,cmd,,server_can_execute,Echo text to console.,,,,,,,,,,,,,,,
echoln,cmd,,release,Echo the command arguments on the console,,,,,,,,,,,,,,,
enable_boneflex,TRUE,,"cl, a",,,,,,,,,,,,,,,,
endmatch_votenextmap,cmd,,"cl, clientcmd_can_execute",Votes for the next map at the end of the match,,,,,,,,,,,,,,,
endround,cmd,,"sv, cheat",End the current round.,,,,,,,,,,,,,,,
engine_low_latency_sleep_after_client_tick,FALSE,,release,"When r_low_latency is enabled, this moves the low latency sleep on tick frames to happen after client simulation.",,,,,,,,,,,,,,,
engine_no_focus_sleep,20,,a,,,,,,,,,,,,,,,,
engine_show_frame_pacing,FALSE,,release,,,,,,,,,,,,,,,,
english,TRUE,,"cl, user","If set to 1, running the english language set of assets.",,,,,,,,,,,,,,,
ent_absbox,cmd,,"sv, cheat",Displays the total bounding box for the given entity(s) in green.  Some entites will also display entity specific overlays.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_actornames_font,Consolas,,"sv, cl, rep, cheat",ent_actornames font name,,,,,,,,,,,,,,,
ent_actornames_fontsize,24,,"sv, cl, rep, cheat",ent_actornames font size,,,,,,,,,,,,,,,
ent_animgraph_debug,cmd,,"sv, cheat",Displays debug draws about the given entity(ies) animgraph  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_animgraph_setvar,cmd,,"sv, cheat",Sets a variable on the animgraph of the given entity(s)  Arguments <varname>=<value> <{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}>,,,,,,,,,,,,,,,
ent_attachment_filter_substrings,0,,"sv, cheat","If an attachment's name has any of the given substrings in it, it will be displayed. Substrings can be delimited by the ',' or '|' character.",,,,,,,,,,,,,,,
ent_attachments,cmd,,"sv, cheat",Displays the attachment points on an entity.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_autoaim,cmd,,"sv, cheat",Displays the entity's autoaim radius.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_bbox,cmd,,"sv, cheat",Displays the movement bounding box for the given entity(ies) in orange.  Some entites will also display entity specific overlays.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_bonemergeplayer,cmd,,"sv, cheat",Bonemerge the player onto the entity under the crosshairs,,,,,,,,,,,,,,,
ent_create,cmd,,"sv, cheat, vconsole_fuzzy",Creates an entity of the given designer or subclass name where the player is looking.,,,,,,,,,,,,,,,
ent_find_index,cmd,,"sv, cheat",Display data for entity matching specified index. Format find_ent_index <index>,,,,,,,,,,,,,,,
ent_fire,cmd,,"sv, cheat, vconsole_fuzzy",Usage ent_fire <target> [action] [value] [delay],,,,,,,,,,,,,,,
ent_fire_output,cmd,,"sv, cheat, vconsole_fuzzy",Usage ent_fire_output <target> [output name] [value] [delay],,,,,,,,,,,,,,,
ent_gib,cmd,,"sv, cheat",Gibs the given entity(s)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_grab,cmd,,"sv, cheat",grabs the object in front of the player. Options =-loose -multiple -toggle,,,,,,,,,,,,,,,
ent_hierarchy,cmd,,"sv, cheat",Prints the entity hierarchy tree rooted at the specified ent(s),,,,,,,,,,,,,,,
ent_hitbox,cmd,,"sv, cheat",Displays the hitboxes for the given entity(ies).  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_info,cmd,,"sv, cheat",Usage ent_info <class name>,,,,,,,,,,,,,,,
ent_joints,cmd,,"sv, cheat",Displays the joint names + axes an entity.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_kill,cmd,,"sv, cheat",Kills the given entity(s)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_messages,cmd,,"sv, cheat",Toggles input/output message display for the selected entity(ies).  The name of the entity will be displayed as well as any messages that it sends or receives.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_name,cmd,,"sv, cheat",Displays the entity name,,,,,,,,,,,,,,,
ent_pivot,cmd,,"sv, cheat","Displays the pivot for the given entity(ies).  (y=up=green, z=forward=blue, x=left=red).   Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}",,,,,,,,,,,,,,,
ent_pivot_size,20,,"sv, a, cheat",,,,,,,,,,,,,,,,
ent_rbox,cmd,,"cl, cheat",Displays the total bounding box for the given entity(s) in green.  Some entites will also display entity specific overlays.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_remove,cmd,,"sv, cheat",Removes the given entity(s)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_rotate,cmd,,"sv, cheat",Rotates an entity by a specified # of degrees,,,,,,,,,,,,,,,
ent_scale,cmd,,"sv, cheat",Scales entities. Arguments <scale factor> <{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}>,,,,,,,,,,,,,,,
ent_scenehierarchy,cmd,,"sv, cheat",Prints the entity scenenode hierarchy tree rooted at the specified ent(s),,,,,,,,,,,,,,,
ent_script_dump,cmd,,"sv, cheat",Dumps the names and values of this entity's script scope to the console  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_select,cmd,,"sv, cheat",Select or deselects the given entities(s) for later manipulation  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_setang,cmd,,"sv, cheat",Set entity angles,,,,,,,,,,,,,,,
ent_setname,cmd,,"sv, cheat",Sets the targetname of the given entity(s)  Arguments <new entity name> <{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}>,,,,,,,,,,,,,,,
ent_setpos,cmd,,"sv, cheat",Move entity to position,,,,,,,,,,,,,,,
ent_show_contexts,FALSE,,"sv, cheat",Show entity contexts in ent_text display,,,,,,,,,,,,,,,
ent_show_damage,cmd,,"sv, cheat","Sets damage display mode.  When on, you will see the amount of damage dealt over the target's head.",,,,,,,,,,,,,,,
ent_show_response_criteria,cmd,,"sv, cheat","Print, to the console, an entity's current criteria set used to select responses.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}",,,,,,,,,,,,,,,
ent_showonlyattachment,0,,"sv, cheat",,,,,,,,,,,,,,,,
ent_skeleton,cmd,,"sv, cheat",Displays the skeleton for the given entity(ies).  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_skeleton_duration,0,,"sv, cl, rep, cheat",Duration of ent_skeleton display,,,,,,,,,,,,,,,
ent_teleport,cmd,,"sv, cheat",Teleport the specified entity to where the player is looking.  Format ent_teleport <entity name>,,,,,,,,,,,,,,,
ent_text,cmd,,"sv, cheat, vconsole_fuzzy",Displays text debugging information about the given entity(ies) on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_text256,cmd,,"sv, cheat",Displays text debugging information about the given entity(ies) [within 256 units of the player] on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_text_clear,cmd,,"sv, cheat",Hide text debugging information about the given entity(ies) on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_text_filter,cmd,,"sv, cheat",Set which ent_text filters you want,,,,,,,,,,,,,,,
ent_text_flags_active,-1,,"sv, a, cheat",,,,,,,,,,,,,,,,
ent_text_radius,cmd,,"sv, cheat",Displays text debugging information about the given entity(ies) [near the player] on top of the entity (See Overlay Text)  2 Arguments <Radius> <{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}>,,,,,,,,,,,,,,,
ent_text_sticky_add,cmd,,"sv, cheat",Adds to list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_text_sticky_clear,cmd,,"sv, cheat",Clears the list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_text_sticky_dump,cmd,,"sv, cheat",Spews the list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_text_sticky_remove,cmd,,"sv, cheat",Removes from the list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_vcollide_wireframe,cmd,,"sv, cheat",Displays the interpolated vcollide wireframe pm am entity.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_viewoffset,cmd,,"sv, cheat",Displays the eye position for the given entity(ies) in red.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
ent_visibility_traces,cmd,,"sv, cheat, vconsole_fuzzy",Displays visibility traces for the given entity  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at},,,,,,,,,,,,,,,
entity_log_load_unserialize,0,,"sv, cl, rep, cheat","Output unserialization of entities on map load. 0 - off, 1 - client/server, 2 - server, 3 - client",,,,,,,,,,,,,,,
eom_local_player_defeat_anim_enabled,TRUE,,"cl, a, release",,,,,,,,,,,,,,,,
escape,cmd,,"release, clientcmd_can_execute",Escape key pressed.,,,,,,,,,,,,,,,
exec,cmd,,"norecord, release",Execute a cfg file,,,,,,,,,,,,,,,
exec_async,cmd,,"cheat, norecord",Execute a cfg file over time,,,,,,,,,,,,,,,
execifexists,cmd,,"norecord, release",Execute a cfg file if file exists,,,,,,,,,,,,,,,
execute_command_every_frame,0,,cheat,,,,,,,,,,,,,,,,
explode,cmd,,"sv, cheat",Kills the player with explosive damage,,,,,,,,,,,,,,,
explodevector,cmd,,"sv, cheat",Kills a player applying an explosive force. Usage explodevector <player> <x value> <y value> <z value>,,,,,,,,,,,,,,,
fadein,cmd,,"sv, cheat",fadein {time r g b} Fades the screen in from black or from the specified color over the given number of seconds.,,,,,,,,,,,,,,,
fadeout,cmd,,"sv, cheat",fadeout {time r g b} Fades the screen to black or to the specified color over the given number of seconds.,,,,,,,,,,,,,,,
ff_damage_bullet_penetration,0,,"sv, cl, rep, release","If friendly fire is off, this will scale the penetration power and damage a bullet does when penetrating another friendly player",,,,,,,,,,,,,,,
ff_damage_decoy_explosion,FALSE,,"sv, cl, rep, release",Enables or disables team damage from decoy detonation,,,,,,,,,,,,,,,
ff_damage_reduction_bullets,0.33,,"sv, cl, rep, release",How much to reduce damage done to teammates when shot.  Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy),,,,,,,,,,,,,,,
ff_damage_reduction_grenade,0.85,,"sv, cl, rep, release",How much to reduce damage done to teammates by a thrown grenade.  Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy),,,,,,,,,,,,,,,
ff_damage_reduction_grenade_self,1,,"sv, cl, rep, release",How much to damage a player does to himself with his own grenade.  Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy),,,,,,,,,,,,,,,
ff_damage_reduction_other,0.4,,"sv, cl, rep, release",How much to reduce damage done to teammates by things other than bullets and grenades.  Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy),,,,,,,,,,,,,,,
find,cmd,,release,Find concommands with the specified string in their name/help text.,,,,,,,,,,,,,,,
findflags,cmd,,release,Find concommands by flags.,,,,,,,,,,,,,,,
firetarget,cmd,,"sv, cheat",,,,,,,,,,,,,,,,
firstperson,cmd,,"cl, release, execute_per_tick",Switch to firstperson camera.,,,,,,,,,,,,,,,
fish_debug,FALSE,,"cl, cheat",Show debug info for fish,,,,,,,,,,,,,,,
fish_dormant,FALSE,,"sv, rep, cheat",Turns off interactive fish behavior. Fish become immobile and unresponsive.,,,,,,,,,,,,,,,
fog_color,-3,,"cl, cheat",,,,,,,,,,,,,,,,
fog_colorskybox,-3,,"cl, cheat",,,,,,,,,,,,,,,,
fog_enable,TRUE,,"cl, cheat",Enable fog,,,,,,,,,,,,,,,
fog_enableskybox,TRUE,,"cl, cheat",,,,,,,,,,,,,,,,
fog_end,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_endskybox,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_hdrcolorscale,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_hdrcolorscaleskybox,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_maxdensity,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_maxdensityskybox,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_override,0,,"cl, cheat",Overrides the map's fog settings (-1 populates fog_ vars with map's values),,,,,,,,,,,,,,,
fog_override_color,cmd,,cheat,Sets the fog color override,,,,,,,,,,,,,,,
fog_override_enable,FALSE,,cheat,Use fog_override convars instead of world fog data,,,,,,,,,,,,,,,
fog_override_end,3500,,cheat,,,,,,,,,,,,,,,,
fog_override_exponent,2,,cheat,,,,,,,,,,,,,,,,
fog_override_max_density,0.4,,cheat,,,,,,,,,,,,,,,,
fog_override_start,1000,,cheat,,,,,,,,,,,,,,,,
fog_start,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fog_startskybox,-1,,"cl, cheat",,,,,,,,,,,,,,,,
fov_cs_debug,0,,"cl, cheat",Sets the view fov if cheats are on.,,,,,,,,,,,,,,,
fov_desired,75,,"cl, a, user",Sets the base field-of-view.,,,,,,,,,,,,,,,
fps_max,0,,"a, release",Frame rate limiter.  0=no limit.  Does not apply to dedicated server.,,,,,,,,,,,,,,,
fps_max_ui,200,,a,Frame rate limiter while the game UI is displayed.  0=no limit.  Does not apply to dedicated server.,,,,,,,,,,,,,,,
fs_fake_read_delay_ms,0,,release,"Add N ms of delay to every low-level read operation, to simulate a slow disk",,,,,,,,,,,,,,,
fs_report_sync_opens,0,,release,"0 Off, 1 : Always, 2 : Not during load",,,,,,,,,,,,,,,
func_break_max_pieces,15,,"sv, a, rep",,,,,,,,,,,,,,,,
g_debug_angularsensor,FALSE,,"sv, cheat",,,,,,,,,,,,,,,,
g_debug_constraint_sounds,FALSE,,"sv, cheat",Enable debug printing about constraint sounds.,,,,,,,,,,,,,,,
g_debug_ragdoll_visualize,FALSE,,"cl, cheat",,,,,,,,,,,,,,,,
game_alias,cmd,,release,Set the configuration of game type and mode based on game alias like 'deathmatch'.,,,,,,,,,,,,,,,
game_mode,1,,"sv, cl, rep, release",The current game mode (based on game type). See GameModes.txt.,,,,,,,,,,,,,,,
game_type,0,,"sv, cl, rep, release",The current game type. See GameModes.txt.,,,,,,,,,,,,,,,
gameinstructor_dump_run_lesson_counts,cmd,,"cl, cheat",Gives a list of lessons that been completed or shown,,,,,,,,,,,,,,,
gameinstructor_enable,FALSE,,"cl, release",Display in game lessons that teach new players.,,,,,,,,,,,,,,,
gameinstructor_find_errors,FALSE,,"cl, cheat",Set to 1 and the game instructor will run EVERY scripted command to uncover errors.,,,,,,,,,,,,,,,
gameinstructor_verbose,0,,"cl, cheat",Set to 1 for standard debugging or 2 (in combo with gameinstructor_verbose_lesson) to show update actions.,,,,,,,,,,,,,,,
gameinstructor_verbose_lesson,0,,"cl, cheat",Display more verbose information for lessons have this name.,,,,,,,,,,,,,,,
gameui_hide,cmd,,release,Hides the game UI,,,,,,,,,,,,,,,
getpos,cmd,,"cl, cheat",dump position and angles to the console,,,,,,,,,,,,,,,
getpos_exact,cmd,,"cl, cheat",dump origin and angles to the console,,,,,,,,,,,,,,,
give,cmd,,"sv, vconsole_fuzzy",Give item to player.  Arguments <item_name>,,,,,,,,,,,,,,,
give_oriented,cmd,,"sv, vconsole_fuzzy",Give item oriented to player angles.  Arguments <item_name>,,,,,,,,,,,,,,,
givecurrentammo,cmd,,"sv, cheat",Give a supply of ammo for current weapon..,,,,,,,,,,,,,,,
global_set,cmd,,"sv, cheat","global_set <globalname> <state> Sets the state of the given env_global (0 = OFF, 1 = ON, 2 = DEAD).",,,,,,,,,,,,,,,
glow_outline_width,6,,"cl, cheat",Width of glow outline effect in screen space.,,,,,,,,,,,,,,,
glow_use_tolerance,0.85,,"cl, rep, cheat",,,,,,,,,,,,,,,,
god,cmd,,"sv, cheat","Toggle by default, or 0 to disable and 1 to enable. Player becomes invulnerable.",,,,,,,,,,,,,,,
gotv_theater_container,0,,"cl, release","Enables GOTV theater mode for the specified container, setting it to 'live' will play top live matches",,,,,,,,,,,,,,,
grep,cmd,,release,"grep line for pattern, print out matching lines only",,,,,,,,,,,,,,,
healthshot_health,50,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
healthshot_healthboost_damage_multiplier,1,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
healthshot_healthboost_speed_multiplier,1,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
healthshot_healthboost_time,1,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
help,cmd,,release,Find help about a convar/concommand.,,,,,,,,,,,,,,,
hideconsole,cmd,,"norecord, release",Hide the console.,,,,,,,,,,,,,,,
host_framerate,0,,release,Set to lock per-frame time elapse.,,,,,,,,,,,,,,,
host_readconfig_ignore_userconfig,FALSE,,cheat,Whether we should ignore the user config file for reading/writing.,,,,,,,,,,,,,,,
host_timescale,1,,"rep, cheat",Prescale the clock by this amount.,,,,,,,,,,,,,,,
host_timescale_dec,cmd,,cheat,Decrement the timescale by one step,,,,,,,,,,,,,,,
host_timescale_inc,cmd,,cheat,Increment the timescale by one step,,,,,,,,,,,,,,,
host_workshop_collection,cmd,,"sv, release",Host a workshop map collection as a mapgroup,,,,,,,,,,,,,,,
host_workshop_map,cmd,,"sv, release",Get the latest version of the map and host it on this server.,,,,,,,,,,,,,,,
host_writeconfig,cmd,,release,Saves out the user config values.,,,,,,,,,,,,,,,
hostage_debug,0,,"sv, cl, rep, cheat",Show hostage AI debug information,,,,,,,,,,,,,,,
hostage_is_silent,FALSE,,"sv, cl, rep, cheat","When set, the hostage won't play any code driven response rules lines",,,,,,,,,,,,,,,
hostfile,host.txt,,"sv, release",The HOST file to load.,,,,,,,,,,,,,,,
hostip,0,,release,Host game server ip,,,,,,,,,,,,,,,
hostname,Omar,,release,Hostname for server.,,,,,,,,,,,,,,,
hostname_in_client_status,FALSE,,release,Show server hostname in client status.,,,,,,,,,,,,,,,
hostport,27015,,release,Host game server port,,,,,,,,,,,,,,,
hud_fastswitch,0,,"cl, a",,,,,,,,,,,,,,,,
hud_scaling,1,,"cl, a",Scales hud elements,,,,,,,,,,,,,,,
hud_showtargetid,TRUE,,"cl, a, per_user",Enables display of target names,,,,,,,,,,,,,,,
hurtme,cmd,,"sv, cheat",Hurts the player.  Arguments <health to lose>,,,,,,,,,,,,,,,
hurtthem,cmd,,"sv, cheat",Hurts the enemy in front of you.  Arguments <health to lose>,,,,,,,,,,,,,,,
ik_debug_chain_to_filter_by,0,,"sv, cl, rep, cheat",,,,,,,,,,,,,,,,
ik_enable,TRUE,,"rep, cheat",Enable IK.,,,,,,,,,,,,,,,
ik_hinge_debug_bone_index,-1,,"sv, cl, rep, cheat",,,,,,,,,,,,,,,,
imgui_debug_entity,cmd,,"sv, cheat","Shows the entity browser, focused on the entity you specify.  Arguments {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}",,,,,,,,,,,,,,,
imgui_default_font_size,20,,"a, cheat",Default imgui font size,,,,,,,,,,,,,,,
imgui_set_selection,cmd,,"sv, cheat",Sets ImGui selection,,,,,,,,,,,,,,,
imgui_set_status_text,cmd,,"sv, cheat",Sets ImGui header status text,,,,,,,,,,,,,,,
impulse,cmd,,"cl, release",Triggers impulse command,,,,,,,,,,,,,,,
incrementvar,cmd,,"norecord, release",Increment specified convar value.,,,,,,,,,,,,,,,
inferno_child_spawn_interval_multiplier,0.1,,"sv, cheat",Amount spawn interval increases for each child,,,,,,,,,,,,,,,
inferno_child_spawn_max_depth,4,,"sv, rep, release",,,,,,,,,,,,,,,,
inferno_ct_experiment,TRUE,,"sv, cl, rep, cheat",enable ct incendiary experiment,,,,,,,,,,,,,,,
inferno_damage,40,,"sv, cheat",Damage per second,,,,,,,,,,,,,,,
inferno_damage_ct,40,,"sv, cheat",Damage per second from CT inferno,,,,,,,,,,,,,,,
inferno_debug,FALSE,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_dlight_spacing,7200,,"cl, cheat",Inferno dlights are at least this far apart,,,,,,,,,,,,,,,
inferno_flame_lifetime,7,,"sv, rep, release",Average lifetime of each flame in seconds,,,,,,,,,,,,,,,
inferno_flame_lifetime_incendiary,5.5,,"sv, rep, release",Average lifetime of each flame in seconds (incgrenade),,,,,,,,,,,,,,,
inferno_flame_spacing,42,,"sv, cheat",Minimum distance between separate flame spawns,,,,,,,,,,,,,,,
inferno_forward_reduction_factor,0.9,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_friendly_fire_duration,6,,"sv, cheat","For this long, FF is credited back to the thrower.",,,,,,,,,,,,,,,
inferno_initial_spawn_interval,0.02,,"sv, cheat",Time between spawning flames for first fire,,,,,,,,,,,,,,,
inferno_max_child_spawn_interval,0.5,,"sv, cheat",Largest time interval for child flame spawning,,,,,,,,,,,,,,,
inferno_max_flames,16,,"sv, rep, release",Maximum number of flames that can be created,,,,,,,,,,,,,,,
inferno_max_range,150,,"sv, rep, release",Maximum distance flames can spread from their initial ignition point,,,,,,,,,,,,,,,
inferno_max_range_ct,110,,"sv, rep, release",Maximum distance flames can spread from their initial ignition point for an incendiary,,,,,,,,,,,,,,,
inferno_per_flame_spawn_duration,3,,"sv, cheat",Duration each new flame will attempt to spawn new flames,,,,,,,,,,,,,,,
inferno_smoke_volume_density,0.03,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_spawn_angle,45,,"sv, cheat",Angular change from parent,,,,,,,,,,,,,,,
inferno_spread_speed_mult,1,,"sv, rep, release",Speed up the spreadrate of the Molotov until max number of nodes are created.  slowdown < 1 > Speedup,,,,,,,,,,,,,,,
inferno_spread_speed_mult_ct,10,,"sv, rep, release",Speed up the spread rate of the Incendiary until max number of nodes are created. slowdown < 1 > Speedup,,,,,,,,,,,,,,,
inferno_surface_offset,15,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_velocity_decay_factor,0.2,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_velocity_factor,0.003,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_velocity_factor_ct,0.003,,"sv, cheat",,,,,,,,,,,,,,,,
inferno_velocity_normal_factor,0,,"sv, cheat",,,,,,,,,,,,,,,,
input_button_code_is_scan_code_scd,TRUE,,"a, per_user",Bind keys based on keyboard position instead of key name,,,,,,,,,,,,,,,
input_filter_relative_analog_inputs,FALSE,,"cl, a",,,,,,,,,,,,,,,,
input_forceuser,-1,,cheat,Force user input to this split screen player.,,,,,,,,,,,,,,,
invnext,cmd,,"cl, server_can_execute",,,,,,,,,,,,,,,,
invnextselect,cmd,,"cl, server_can_execute",,,,,,,,,,,,,,,,
invprev,cmd,,"cl, server_can_execute",,,,,,,,,,,,,,,,
invprevselect,cmd,,"cl, server_can_execute",,,,,,,,,,,,,,,,
ip,0,,release,Overrides IP for multihomed hosts,,,,,,,,,,,,,,,
iv_debugbone,0,,release,Debug bone name for interpolation spew of CAnimationState.,,,,,,,,,,,,,,,
joy_advanced,FALSE,,"cl, a",,,,,,,,,,,,,,,,
joy_advaxisr,0,,"cl, a",,,,,,,,,,,,,,,,
joy_advaxisu,0,,"cl, a",,,,,,,,,,,,,,,,
joy_advaxisv,0,,"cl, a",,,,,,,,,,,,,,,,
joy_advaxisx,0,,"cl, a",,,,,,,,,,,,,,,,
joy_advaxisy,0,,"cl, a",,,,,,,,,,,,,,,,
joy_advaxisz,0,,"cl, a",,,,,,,,,,,,,,,,
joy_axisbutton_threshold,0.3,,a,Analog axis range before a button press is registered.,,,,,,,,,,,,,,,
joy_axisr_deadzone,0.15,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisr_relative,FALSE,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisu_deadzone,0.15,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisu_relative,FALSE,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisv_deadzone,0.15,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisv_relative,FALSE,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisx_deadzone,0.15,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisx_relative,FALSE,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisy_deadzone,0.15,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisy_relative,FALSE,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisz_deadzone,0.15,,"a, per_user",,,,,,,,,,,,,,,,
joy_axisz_relative,FALSE,,"a, per_user",,,,,,,,,,,,,,,,
joy_circle_correct_mode,1,,"cl, a, per_user",,,,,,,,,,,,,,,,
joy_circle_correct_mode_vehicle,2,,"cl, a, per_user",,,,,,,,,,,,,,,,
joy_display_input,FALSE,,"cl, a",,,,,,,,,,,,,,,,
joy_forward_sensitivity,1,,"cl, a, per_user",,,,,,,,,,,,,,,,
joy_movement_stick,FALSE,,"cl, a, per_user",Which stick controls movement (0 is left stick),,,,,,,,,,,,,,,
joy_name,joystick,,"cl, a",,,,,,,,,,,,,,,,
